tweet,sentiment,
"Auto googling.. ""apakah ada kasus covid di hungaria?"" atau ""semua warga negara hungaria sudah di vaksin""....  Dan ini hasilnya...  https://t.co/Eem4pWeHzN",netral,
"Vaksin pun memilih, jangan sampai covid pilih dulu.",netral,
"Apa benar? Vaksin novavax 90% efektif lawan Covid-19, simak penjelasannya   https://t.co/Ht8nTdhP9u",pos,
"@iggocard @jokowi Pertama, data darimana dan kapan hungaria termasuk negara covid tertinggi? Kedua, anda banyak bertanya tapi kurang mau mencari tahu, padahal beritanya banyak. Hungaria tingkat vaksinnya tinggi, warga yg sudah vaksin boleh ke stadion, lalu penonton dari luar negeri wajib PCR test  https://t.co/YbnKXsZHho",neg,
@nirwan_anestesi Udah ada Vaksin tetap kah kita harus hidup berdampingan dengan Covid?,netral,
@astiwicomastika @alteravakucing Vaksin covid 19 belum terindikasi untuk balita..,neg,
"@CNNIndonesia Amin, semoga covid cepat berlalu, semua warga punya kesadaran untuk di vaksin",pos,
kalo vaksin covid itu ngajuin sendiri apa gmn sih. Di tempatku sepi sepi aja soalnya ga ada omongan masalah vaksin gini,netral,
"Seat belt fungsinya untuk melindungi anda dari dampak terburuk akibat kecelakaan. Sama juga degan vaksin, utk menghindarkan anda dari dampak terburuk akibat infeksi Covid. Seat belt tidak bisa menghindarkan anda dari celaka. Begitu pula vaksin, tidak bisa menghindarkan anda dari infeksi Covid.",pos,
@irasjafii Gue liat temen gue ada yang terpapar virus covid walaupun udah 2 kali suntik vaksin (Alhamdulillah sekarang doi sudah sembuh) tapi dalam hati gue ya ga aneh kalau dia terpapar karena gue liat story ig nya tiap hari dia keluar rumah (mungkin kerjaan nya yg mengharuskan dia ga di rumah),neg,
"@sattoraji @tirta_hudhi Yah debat covid itu gk ada,covid itu gk bahaya dan gk bikin orang meninggal. Gk perlu pake masker, gk ada guna vaksin dll. Yg begitu diributin…..padahal tinggal prokes",neg,
"Selalu sebal melihat akun bola dalam negeri bandingin Indonesia dengan Eropa dengan cara,  ""Kayaknya Covid ga laku di Eropa, stadionnya Euro penuh""  terus dibales,  ""Cuma di sini yang sibuk ngurusin Covid""  ",neg,
"Yg udah vaksin 2 kali aja tetep bisa positif covid, emang makin melonjak lagi dah ini",neg,
@rizkiaajii @SerieA_Lawas Hah? Mana ada orang Eropa tertib. Orang Eropa termasuk ngeyelan soal Covid. Cuma distribusi vaksin udah kenceng di sana.,neg,
"Hungaria berhasil mengatasi pandemi COVID-19 dan menghapus sebagian besar pembatasan COVID-19 yang tersisa. Itu termaSUk jam malam segera setelah jumlah penerima vaksin mencapai lima juta orang pada Mei lalu. Jadi mereka SUDah bisa bilang ""Apa itu Maskeran?""",pos,
Angka covid meningkat tajam. Ini pertanda vaksin yang ga ampuh apa orang udah mulai kendor/bosan dengan prokes ,neg,
Disaat Indonesia bingung lonjakan covid dan sebaran vaksin. Di Hungaria serasa tak terjadi apa-apa dengan piala eropa yang stadionnya full house dan tanpa menjaga jarak.. Lucunya dunia ini  https://t.co/GaCIgRQ361,neg,
@afrkml Seminggu setelah vaksin terjadi gejala covid dan positif covid-19,neg,
@afrkml Temen aku abis vaksin aja tetep kena covid ,neg,
@kekasihbayaman @afrkml Sumpah ya menurutku vaksin covid ini jarumnya kecil banget bener-bener kayak cuma digigit semut doang. Padahal aku kira bakal sesakit vaksin difteri ternyata sakitnya masih normal! Difteri tuh sakit banget sampe tulang gila ya,pos,
@shanju Ya vaksin aja gapapa paling kalau kamu kena covid yang muncul cuman gejala ringan. Ini yang dikasih tau dosen ku sih.,pos,
"@Gank_Of_Petojo Terlalu high om. Kondisi sekarang, orang mau vaksin agar ga kena covid. Tapi kalau kudu sehat dan hidup sehat serta asupan gizi yg cukup, ya mana sempat.",neg,
@dhanyraldebaran sekarang kalau udah sembuh dari covid/vaksin uda bebas ngapain aja. Atau harus nunjukan negatif test sebelum nonton,netral,
"@yeegoblo gapapa ga vaksin gas,toh yg vaksin masih bisa kena covid,gitu aje sampai vaksin gratis udah ga ada lagi",neg,
"akhir mei 27 temen ikut Vaksin AZ dosis 1 awal juni 7 dapat kabar anaknya terpapar covid positif, hari ini juni 15 temenku tes antigen positif juga. semoga ga parah covidnya..dan cepat sembuh semua Amin",netral,
"Penonton Portugal vs Hungary rame bener.  Kalau di Indo udah dijadiin ""cluster covid"", narasi IDI dan dedengkotnya di blow up media. Ya..., biar vaksin laku.",neg,
"@farididoev @dayatia @Marimar_Aauw dikiranya vaksin yg bikin tubuh terlindungi dari tularan covid, dikiranya vaksin yg bikin daya hajar virus jadi berkurang pada tubuh yg tertulari virus. dikiranya mukidi bisa mengurus ini negara #modaldikiranya",netral,
"Heboh Masyarakat Pilih-pilih Merek Vaksin COVID-19, Ini Kata Bio Farma  https://t.co/ndviiMUA4w",netral,
"@mahmoedi_ahmad Sepanjang pengetahuan saya, izin vaksin semua merk, masih dalam izin darurat. Perlu dipahami, pembuatan vaksin covid-19 ini yg tercepat sepanjang sejarah vaksin di dunia.   Studinya masih jalan terus, data masuk bersamaan semakin banyak orang divaksin.",netral,
"Jujur takut banget sama covid yg sekarang. Lebih takut lagi sama orang2 kesayangan. Bapak, ibu, mbah. Walaupun bapak penyintas, tapi belum dapet vaksin. Semoga akhir bulan ini dapet",neg,
"@vierda Opaku 78 tahun, oma 65 tahun, aku 28 tahun, udah vaksin sinovac 2 kali dan ga ada efek apa2. Aku tinggal nunggu beberapa hari lagi mau cek antibodi covid buat tau nilai antibodinya. Gejala ngantuk dan lapar pun ga aku rasain. Ngantuk dikit karena harus antri vaksin jam 7 pagi.",neg,
"@dayatia bikin web di mana rakyat masukkin NIK terus pilih vaksin atau tidak, kalau dia pilih tidak vaksin konsekuensinya suatu saat jika kena covid tidak akan bisa dirawat di RS pemerintah  kalau dia ke RS swasta, RS tersebut tidak akan diganti biaya perawatan pasien tersebut oleh pemerintah",netral,
"100% percaya ko sm covid. Tapi ibarat kpercayaan, cuma diimani aja. Pencegahan ttp dilakukan ko cm kalo soal ngumpul2 ya anggap aja spt zinah, dmn dianggap sbg kebutuhan dan lumrah kan sudah rajin solat dan ngaji alias vaksin dan tes tiap minggu.",pos,
"Kasus covid melonjak lagi apakah akan diberlakukan WFH seperti tahun lalu? Oh tentu tidak, sasaran vaksin masih ribuan. Tadi aja didrop 5900 dosis vaksin",neg,
"Sebenarnya vaksin mana sih yang ampuh atasi covid? Kalau toh setelah divaksin masih tetap waspada covid, percuma dipaksa untuk vaksin...",neg,
@afrkml Mau tanya dong besok saya mau vaksin tapi keadaan masih batuk2 kering tapi kadang2 aja baru tadi sore minum obat batuk ps : bukan kena covid karena udah cek covid negatif hasilnya,neg,
"Tau ah gue mau misuh ini masalah kasus covid naik, sudahlah vaksin dikejar2 pula terus ada teaser nct dream....  apa yaaa emg mereka tuh obat segala obat deh",neg,
Wajib Tahu Cara Kerja Vaksin COVID-19 dalam Tubuh. Nusantara Kuat  https://t.co/9NtaD6oEwa,netral,
@vierda Abang ipar gw positif covid setelah 5 hari di vaksin dosis pertama.,neg,
"Vaksin umum di purwokerto susah ya ternyata, masa harus ke jakarta, nanti vaksin belum, malah covid duluan yang kena",neg,
"Menggunakan teknologi baru, perusahaan vaksin asal AS Novavax mengumumkan bahwa mereka telah menyelesaikan uji coba kemanjuran vaksin COVID-19 buatannya.  https://t.co/wl2UnIEIgu",pos,
Jangan karena kalian merasa member sudah di Vaksin membuat kalian berpikir member kebal Covid... Buktinya tetap kena.. Ingat Corona itu Inkubasinya 5-7 hari sejak awal terkena apalagi air bone... Belum lagi varian baru Covid 19 India lebih cepat menular @officialJKT48,neg,
"@Syafriadimaras1 @nissanggit @CNNIndonesia Jangan paksa vaksin ! .. coba, yang ada ga laku !! Vaksin maksa instansi buat karyawannya,.. ga usah maksa degan regulasi, ga usah larang, gua yakin ga peduli Apus protolol covid ! Pake masker cuma karna aturan, digandrung ketakutan, denda, nyapu halah Ga Vaksin ga mati ! #hoax #bacot",neg,
@XbcXbn #menunggu vaksin covid 19... ,netral,
"Tahun lalu tuh gak ada jadwal vaksin aja udah capek ya ngurusin covid, sekarang vaksin jalan kasus covid ningkat",neg,
"Pagi pagi udah kaget tiba-tiba disuruh antigen buat syarat vaksin Covid. Lalu aku parno karena naik busway tiap hari dan terakhir antigen 2 bulan yang lalu. 2 jam belum keluar lalu supervisorku said ""Kamu abis ini PCR ya hasilmu reaktif"" Dan aku hampir nangis, secara saudaraku",neg,
"Dengan situasi pandemi COVID-19 yang masih berlangsung, vaksinasi menjadi salah satu ikhtiar penting dalam upaya menekan laju penyebaran COVID-19.  Untuk itu pemerintah memastikan pasokan vaksin tetap tersedia baik dari jalur kerjasama bilateral dan multilateral.  https://t.co/mF5AcAXwR9",pos,
Tepuk tangan untuk Gubernurku @aniesbaswedan atas distribusi dan akses mendapatkan vaksin Covid yang mudah dan merata ,pos,
"Aku sayang kalian semua..  Yang masih patuh protokol kesehatan.., yang terus update informasi covid..,yang update informasi vaksin. Tanpa saya balas komentar anti vaksin kalian bisa gitu bantu jawab komentar dari anti vaksin dan yang percaya konspirasi. Terima kasih..  https://t.co/lU3OM4jLIs",pos,
"Kipinya Vaksin AZ tuh demam, nyeri, lemes selama beberapa hari. Covid juga gitu tapi versi 14 hari. Bahkan kalau long covid bisa berbulan2 efeknya.  demam karena vaksin atau demam karena covid.",neg,
@PutraWadapi APA KARENA GEGARA VAKSIN COVID 19 DARI CHINA YA.... .,netral,
"Lo gak mau pake masker, lo yg rugi. Cerita dari Covid survivor udah banyak kok, dr artis ampe jelata. Udh tau kan resikonya klo kena? Pilihan elo aja mau menghindari atau mendatangi itu virus.  Gak mau vaksin dgn alasan takut kipi? Gw kasi tau, klo kena covid tuh kipinya 14 hari ",neg,
"Kasus covid meningkat lagi ya? Mana senin ada jadwal vaksin, takut kalau malah numpuk orang-orangnya dalam satu tempat. Takut.",neg,
langkah pemerintah jokowi sudah tepat.. sekarang Indonesia menepati urutan ke 8 tercepat vaksinasi COVID-19 Vaksin Tetap Prokes #VaksinDemiKebaikanNKRI #SelaluCurigaCovid  https://t.co/qs9zL93jsS,pos,
"@N0N4m3_90 @msaid_didu Ke vaksin semua kagak, yg ada malah nambah lagi yg kena covid",neg,
"@hanisolihah Hehehe biasalah mirisnya banyak orang pinter yg juga gapercaya covid, aku cerita soal di vaksin aja malah pada takut duh",neg,
"@mrpedestrian19 @dayatia @Rachmalya di sini katanya tanpa syarat... katanya sih  ""Vaksin COVID-19 GRATIS, Tanpa syarat!  19 Des 2020 Pemerintah menyampaikan bahwa vaksinasi COVID-19 Gratis dan tanpa persyaratan apapun, termasuk tanpa persyaratan keanggotaan dan keaktifan di BPJS Kesehatan.""   https://t.co/gx0UxtU8Ts",netral,
"Iya vaksin gratis dsb, cuma lama banget ya tuhan. Iya tau juga kok masyarakat kita banyak dsb, cuma ya tolong lah...  Bapak/ibu/saudara temen kita pada meninggal gara-gara covid, empatinya tuh dimana gitu ",neg,
@realAbikaTrader @Ameeranti Lah kampanyenya aja Vaksin bukan Anti Covid Lalu vaksin ini biar apa sih?,neg,
"Ada orang takut bgd sama covid (sampe gila) tapi ga mau divaksin tuh, ceritanya gmana sih??  Sehari ngecek suhu tubuh berkali2, badan ga enak sedikit langsung swab, ada tiap minggu.  Gw ajak daftar vaksin terus gw didiemin. ",neg,
Banyak yang sudah vaksin tapi tetap positif bahkan kemarin tetangga sudah vaksin trs positif covid baru satu hari di RSUD paginya meninggal.,neg,
"Dokter-dokter sampai berbusa bilangin kalo ""Vaksin ga mencegah covid"" kok ga didenger dulu dah sambil ngobrol maskernya di dagu",neg,
"Asal iya aja ikutan vaksin, biar kalo jelek-jeleknya sampe kena covid damagenya gak sampe amsyong (katanya). Kan sayang kalo gw mati muda, pemuda harapan pemuda. Keluarga maksudnya.  Sekian ngocehnya, waktunya maem nasi rawon.  https://t.co/beTQIdTVwG",pos,
"Yaampun, cari info soal covid dan vaksin di kupang kok susah",neg,
Heran banget masih debatin covid ada apa ngga.. aku udah di vaksin aja masih kalo flu ,neg,
Efikasi Vaksin Terbukti Mampu Lindungi Diri dari Mutasi Virus Covid-19  https://t.co/8xonkXMjlh via @terkinidotid,pos,
"@Kendedesci vaksin covid itu efeknya cuma ngantuk doang, paling parah cuma mencret-mencret",neg,
@maketopi @aewin86 Wah nggak.kang soalnya ada komorbid jantung. Tapi efek covid tidak parah karena sudah vaksin.,pos,
"@asanilta dulu waktu aku kena covid, bapak sama ibu ku yang udah vaksin itu negatif, adek ku yang belum vaksin negatif (bisa jadi karena imun nya kuat)....",pos,
"@GundiDr Dok, kalo udah kena covid katanya 3 bulan baru bisa vaksin ya?",netral,
"Paket Wisata Vaksin, Turis Indonesia Berkesempatan Dapat Vaksin Covid-19 di AS  https://t.co/1vi6dqbwkI",pos,
@milanmommy @ridwankamil Di vaksin juga gak menjamin tertular covid... Lebih diperketat lagi protokol kesehatannya..,neg,
"Proses 3T (testing, tracing, dan treatment) sangat penting untuk pencegahan penyebaran covid-19, jangan lengah dan selalu patuhi protokol kesehatan.  #PolriPerketatPPKM Vaksin Tetap Prokes  https://t.co/nknRArsVOX",netral,
Bosan menanggapi “aku kan udah vaksin kok masih kena covid ya”. Asli malesin,neg,
"@GundiDr dok mau nanya, kalo udah divaksi 2 kali kan tetep punya kemungkinan bisa kena covid, nah kira-kira waktu tunggu habis vaksin ke 2 sampe imunnya kuat tuh berapa lama dok? disclaimer : bukan maksud habis vaksin 2x mau keluyuran",netral,
"Satu persatu akan kena covid, tapi tergantung imun kita. Dia yang terkuat, dialah yang pemenang. Dia yang sudah vaksin, maupun belum tetap saja akan kena. Semua akan terseleksi alam. Tolong tetap dijaga kesehatannya, dan jaga orang-orang yang disekitar kita",pos,
"Sekali2 gw ngomong covid lagi : kuatin lagi prokesnya ya please, yang sudah punya kesempatan untuk divaksin, ayo vaksin...",pos,
"Kenapa gw panik cari vaksin buat ortu gw?  Karena depan rumah gw terkonfirmasi positif covid Istrinya vaksin, OTG penciuman pengecap berfungsi  Suaminya ga vaksin dan anosmia, lemas, demam tinggi  Kesimpulan dari kasus tetangga depan vaksin bukan berarti kebal, tapi bentuk pencegahan",pos,
@KompasTV Di lampung banyak desa yg belum terkena covid 19 dan belum jg ada yg di vaksin,pos,
@kriptodream @fahrisalam Permisi. Dari pengalaman pribadi (bukan vaksin covid) vaksin bukan bertujuan membuat tubuh tidak bisa terserang penyakit tersebut. Tapip vaksin hanya membantu membuat tubuh lebih mudah mengenal gejala2 dari virus. Jadi tidak ada jaminan terbebas atau tidak terserang. Saya pribadi.. ,pos,
@schfess Sistem kekebalan tubuh anak-anak-remaja awal berbeda dengan orang dewasa. Hal ini membuat dosis pemberian vaksin COVID-19 untuk anak-anak tidak bisa disamakan dengan dosis vaksin untuk orang dewasa. dan setauku yang baru bisa vaksin mulai 18/19 tahun,netral,
stop pemberian vaksin covid-19  yang belum di nyatakan valid WHO kerena begitu banyak varian jenis vaksin covid-19. issue (permintaan) donor darah efek dari pemberian vaksin. sebaiknya lakukan pendonoran sebelum pemberian asupan vaksin ke dalam darah.,neg,
Presiden Jokowi mengintruksikan agar kawasan padat pendusuk menjadi Prioritas Vaksin covid 19  Jokowi Lawan Pandemi  https://t.co/OZ1xJIM7hI,pos,
Kesadaran warga Batam untuk vaksin Covid-19 terus meningkat  https://t.co/XR2OZg1hhH,pos,
"Semakin banyak yang divaksin, semakin banyak pula yg positiv covid 19. Program Vaksin gagal",neg,
"@KentArockerss @cybacaby @AmiraChaniago @nung_306 Iya... gw lagi sibuk sampai Jum'at.  Jum'at sorenya vaksinasi Covid-19, setelah vaksin harus istirahat setelah paling tidak 1 x 24 jam.  Mungkin malam minggu baru ke dejure lagi ",netral,
Eijkman Akui Ada Penurunan Efikasi Vaksin Melawan Mutasi Covid-19: Herawati mengatakan hingga saat ini penelitian menunjukkan bahwa tidak ada satupun vaksin COVID-19 yang tidak efektif menangkal mutasi virus COVID-19.  https://t.co/bZajlAmdTw,neg,
"Ahli Biologi Molekuler Eijkman, Profesor Amin Subandrio mengatakan, vaksin Sinopharm dan Cansino keduanya memiliki efektivitas yang baik sebagai vaksin Covid-19.   https://t.co/lmAwZDPQRK  https://t.co/1rmvlNvQ2f",pos,
@AdamPrabata Satu lagi. Memisahkan si manusia yang berhasil evolusi dan yang gagal (menolak vaksin/ga percaya adanya covid). ,netral,
Prokes maupun vaksin ga menjamin lu kebal covid ya. Dua duanya itu langkah preventif. Tapi vaksin bisa menurun resiko ketika lu kena covid. ni orang pas bayi di vaksin ga sih.,neg,
"@dayatia dok, 2 minggu lalu saya mau vaksin ditolak. sekarang baru 3 bulan dr negatif covid. keluarga terpapar, 3 orang kena yg satu rumah. dan antigen positif. besok akan pcr. kalau misalnya hasil pcr positif apakah harus nunggu 3 bulan untuk vaksin? mudah-mudahan negatif sih.",neg,
2 rekan kerja dan bapaknya temen kantor kena covid. Untungnya mereka sudah vaksin lengkap. Semoga kondisi mereka semua membaik. Amin,pos,
"Lagi mikir, orang-orang kok banyak yang susah diedukasi. Vaksin itu kan bukan obat, ibarat orang pake helm pas naik motor, kalo jatuh cideranya bisa berkurang. Jadi bukan brarti pake vaksin gak ketularan covid. Pake helm bukan berarti gak bisa kecelakaan.",netral,
"@jokowi Pembatasan keramaian seperti pada acara pernikahan perlu dilakukan dan diawasi lebih ketat lagi guna pencegahan penyebaran Covid 19, Pak. Mendapatkan vaksin tidak menjamin terhindar dari virus ini.",netral,
"@AdamPrabata malah yg gak mau vaksin suruh mereka mengundurkan diri gak ush kerja karen dgn tdk vaksin krn mereka yg tdk vaksin potensi sumber, membawa menularkan pegawai lain jadi mereka semua menjadi ancaman bagi pegawai. lain karena potensi penyebar wabah covid-19",neg,
Vaksin Covid-19 yang diperoleh dari hibah tidak boleh diperjualbelikan.  https://t.co/pv9IIGgvKU,netral,
"@dijalan_ @ilhamnurakbar_ @tikatupil @bagiwang @ndagels @PNS_Ababil Kalau baca-baca cerita yg beredar, awalnya mereka sanggup shift 24 jam, tapi banyak yg nolak akhirnya bikin surat itu dugaanku, masa pandemi gini, tenaga sdm nya kepotong tim covid, vaksin, tracing  Puskesmasku pns 50 org, cuma sanggup kasih 2 orang per shift, itu bupatinya minta 4",neg,
"Bukan nakut-nakutin ya ,... Tapi pake masker apa susahnya sik? Kalau ada kesempatan di vaksin ngapa pada ngeles sih?  Lu tau gak, Pasien DBD mulai banyak dan lebih membutuhkan, dan gara2 lonjakan covid tempatnya rawat jadi terbatas.",neg,
@dayatia @RickyNSas Bulan april 21 Kena Covid Full gejala..Hampir semua dari cluster keluarga.. ga masuk ICU dan ga pake ventilator.. Belum pernah Vaksin...,neg,
"cpns angkatan covid: 1. SKB diundur berbulanbulan 2. Pembagian SK online 3. Bahkan mau latsar online aja rasanya ga tenang karena kerjaan lagi crowded tracing, rujuk, vaksinasi masal, logistik VTM, vaksin, obat antivirus sama vitamin  Bener-bener sedih ",neg,
"Seriously? Sejam yg lalu baru ngumumin salah satu member kalian kena covid dgn terakhir kontak kemarin sekarang dah update jadwal aja bobrok emg, jangan mentang2 sebagian besar member sama staf udah di vaksin jadi gini dong.",neg,
Lockdown sekaligus injeksi masal vaksin covid ke penduduk di dalam zona karantina wilayah. Begitukah ?? @ProfesorZubairi  @drpriono1  https://t.co/wUhYkRzVq5,netral,
@PkmCilodong Yg utk masyarakat umum dtunggu info nya . Cepet min bergerak depok vaksin nya. Suruh rt rw dan petugas2 covid nya bergerak menginformasikan masalah vaksin utk masyarakat umum .,netral,
"Biasanya orang2 yg ga percaya covid gini malah muji terawan yg katanya pro rakyat, peneliti jenius yg dihadang dunia. Lha penelitiannya aja ga sesuai kaidah kok. Terus percaya kalau di dalam vaksin itu ada sesuatunya yg bisa jd senjata biologi. ",neg,
"Melihat situasi covid kayak gini. Aku bilang sama bapak jangan ketemu om ku yang sekarang lagi mudik. Karena pasti abis mudik itu suka mampir rumah dan kasih oleh2. Alhamdulillah, bapak setuju. Karena anaknya masih belum vaksin dan masih suka WFO walau hanya sekali seminggu.",pos,
@TeguhHarikris @officialJKT48 tapi tadi baca2 kata nya yg udah pernah kena riwayat covid boleh di vaksin kalau udah 3 bulan sembuh. semoga aja cepat hilang wabah covid nya. amin,netral,
"@mutiaNH @YAAAAIYA @enggaruu @asdfgh_2025 @menyembah_ @amrizki07 @akundihackmulu @ihsxa @ipank_____ @CNNIndonesia Coba bayangin ada orang sebut saja A sudah menerima vaksin 2 kali, yg katanya waktu kerja vaksin agar efektif = 14 hari......ternyata 1 bulan setelah menerima vaksin ke 2, si A ini positif Covid 19....dan ini kejadian real pada keluarga gw.... Ada yg masih mau komen ""kata siapa? """,neg,
"Penggunaan vaksin Comirnaty buatan Pfizer-BioNTech diluluskan bagi golongan berusia 12 tahun dan ke atas menerusi Program Imunisasi COVID-19 Kebangsaan (PICK). Menurut kenyataan Ketua Pengarah Kesihatan, Tan Sri Dr Noor Hisham Abdullah, kelulusan itu…  https://t.co/F3gFbjTWxT",netral,
"Covid terasa semakin dekat emang sekarang. Makanya kemarin pas dapat tawaran vaksin aku langsung daftar..  Jaga kesehatan semuanya, memang banyak yg abai sama prokes.  kamu jangan ya.  ",pos,
"@notulenhidup @eggggsie @tiuwtiw @drlrst @ProfesorZubairi Kalau masalah bisa kena, semua orang bisa kena. Pemain bola eropa yang gizinya baik aja bisa kena.  Nah, daya tahan tubuh yang kuat yang bisa melawan. Vaksin, juga dianggap bisa membuat efek covid berkurang karena tubuh memproduksi antibodinya. Tapi bukan berarti gak bisa kena",neg,
"Lama lama jadi takut sendiri emang baca berita tentang penyebaran covid akhir akhir ini. Tapi merasa bersalah kalau gak update berita. Stay safe yuk yg bisa vaksin semoga dilancarkan sampe dapat vaksinnya. Yg dapat privilege buat wfh, please stay at home yg mesti wfo semangat",neg,
Temen2 di apotek pada + covid semua padahal sudah vaksin. Stay safe semua,neg,
"Pertama pada gua tawarin vaksin (gratis). Kedua gua kasih warning, setelah lebaran kasus covid bakal menggila (lagi dan lagi). Udah pada gamau vaksin, gapeduli sama prokes juga.",neg,
"@pengendarabeatt Vaksin bukan bikin kebal, yan, tapi ngurangin resiko dirawat aja kalau kena COVID-19",pos,
vaksin tidak membuat anda kebal terhadap covid-19. vaksin mengurangi keparahan yang terjadi jika anda terinfeksi covid ini. sama halnya dengan pemakaian seatbelt saat berkendara. kecelakaan masih bisa? masih. parah? berkurang dengan penggunaan seatbelt ,pos,
"@dhearaniasti Tadi lihat orang ngetwit kayak enteng bgt kalo covid kok makin tinggi padahal orang2 udah di vaksin, yg di vaksin aja masih seuprit, ga semuanya dpt, ada jg yg ga mau di vaksin, jd yaudah masih banyak lah yg kena",neg,
"gaada habis nya covid malah makin menjadi tolong banget jangan pada egois, tetep pake masker, cuci tangan, jaga jarak. baik yang belum atau udah di vaksin ",neg,
@gilang_sat Prokes 5 M Konsisten Dijalankan Selain Di Vaksin Juja Itu Runut Dokter Adam. sudah Jelas Bukan Berarti Juga Selesai Di Vaksin Bisa Berevoria Bebas Covid Nggak Gitu Juga Fungsi Vaksin bisa Di Baca Diatas ,netral,
"@chrxsnation Gapernah suntik vaksin covid, tapi denger denger ada yg kepalanya pusing, badan lemes",neg,
Airlangga sebut 31 juta dosis vaksin COVID-19 telah disuntikkan  https://t.co/Y3hj9eu6ri,netral,
"Kalo orang2 didekatnya pada mati baru percaya covid. Sering banget ngasih nasehat orang islam itu harus ikhtiar, giliran dapet vaksin gratis gak mau dibilang kospirasi. Untung bukan keluarga sendiri.",neg,
"@aMrazing Iya betul, kok. Mama papaku udah vaksin, tapi sekarang kena covid. Jadi ya emang bukan bakal kebal sih.",netral,
sekedar mengingatkan buat grafik pningkatan zona covid 19 di semua daerah semakin hari semakin meningkat.buat yg sdh vaksin tetap jalankan prokes dgn benar.buat yg blm vaksin segera vaksin. karena hampir semua daerah mulai gencar untuk pelaksanaan vaksin sesuai intstruksi presiden @jokowi,netral,
"Bikin proker KKN yang menyoal covid-19 dan vaksin ini cukup bikin keringat dingin ya. Gak perlu ku jelasin lebih lanjut, temen-temen seperjuangan juga mungkin pada ngerti gimana sulitnya mengurai persoalan ini dan menyusun alternatif pemecahan masalahnya",neg,
"Ya gaada yg salah kalo itu sifatnya buat mencegah. Vaksin tuh manfaatnya lebih banyak loh. Semakin banyak yg divaksin akan timbul herd imunity, bisa menekan kasus covid jg karena tubuh udah punya benteng pertahanan diri dari si covid ",pos,
"Terjadi lagi.  Orang kantor pusat : ""pucet amat sakit po? Periksa ntar covid lagi""  Alhamdulillah klo covid InsyaAllah nggak. Kok yakin? Yakin dong aku kan 2 minggu sekali swab antigen seminggu sekali genose dan sudah komplit vaksin juga. Emang jatahnya sakit yg lain aja.",netral,
"@dwinucleo @afrkml Iya diluar ekspektasi, padahal banyak juga yang nggak percaya covid malah yang udah kena masih nggak percaya eh pas vaksin malah banyak yang dateng.",neg,
Habis baca orang yg kena covid setelah vaksin trus badan lagsung lemes banget. Dari dulu kepengen meninggal tapi ga pengen meninggal kena tu virus,neg,
"@irasjafii @xurbiaxendless Barusan baca komen di Youtube bilang kalo penyebab kena covid karena di vaksin, virus masuk pas vaksin makanya abis vaksin sakit demam meriang. ",neg,
"udah vaksin 2x tp masih kena covid, gmn tuh?",neg,
jadi kalau yg ga percaya vaksin atau bahkan covid sekalipun gpp itu pilihan  tapi gue bicara dari pengalaman pribadi yg gue rasain kemarin,netral,
"Oh iya lupa, buat yang udah vaksin tetap patuhi protokol kesehatan dan jaga daya tahan tubuh yaa. Udah vaksin bukan jaminan bisa bebas kena covid. Masih tetap beresiko.   Stay safe and stay health",pos,
Cuma ya misalpun kena covid gejalanya lebih ringan dr sebelum di vaksin,pos,
"Ibukku pas aku kasih tau kalo aku mau di swab lagi karena ada orang kantor yg positive ""Loh kok bisa kena covid? Kan udah vaksin 2x""  https://t.co/7U0ZiCDXRm",netral,
"Udah divaksin sampe dos 2 bukan berarti kebal sama covid-19 Sasaran vaksin masih belum menyeluruh jd masih WAJIB PAKE MASKER, CUCI TANGAN PAKE SABUN DAN HINDARI KERUMUNAN Efektivitas vaksin sinovac sebesar 65%, jd masi ada kemungkinan kena covid kalo prokesnya ga jalan ",netral,
sudah vaksin dua kali...eh kena covid.. bukan jaminan ya vaksin itu...saya tetep kena..,neg,
orang yang vaksin pun belum tentu tak boleh kena covid ,neg,
"@realAbikaTrader Iya maksud saya tadi, kisah seperti itu banyak disensasionalkan padahal tidak terbukti bahwa terjadinya karena vaksin. Malah ada yg dikira karena vaksin, ternyata karena COVID. Efek samping yang sangat ditakuti orang2 jg sebetulnya sangat jarang, apalagi dibandingkan efek COVID.  https://t.co/AzT1DLcpSj",neg,
"Jangan polos2 bgt lah jd orang, yang di vaksin lengkap 2 dosis itu baru sebagian kecil penduduk, bahkan di kota besarpun vaksin belum merata, jd kasus covid ya masih tinggi, apalagi setelah lebaran kemarin ya panennya 2 minggu setelah lebaran sampe tau kapan kelar",neg,
"Kenapa ya masih ada aja orang2 yang denial sama covid? Aneh. Nyalahin pemerintah lah, suudzon sama nakes/faskes lah, nolak vaksin lah huhu padahal semua juga pasti udah pada cape nanganin covid yang gak selesai2",neg,
"@dayatia Dok, kalo abis melakukan vaksin hpv, dan mau vaksin covid ini harus berjarak kah? Terimakasih",netral,
"@zarazettirazr @mister_sidik @realAbikaTrader Prokes juga bukan jaminan bebas covid, tpi tetap dijalankan sebagai upaya preventif, begitupun vaksin sebagai upaya preventif",pos,
pada mau covid musnah cepet2 tapi vaksin ga mau..,neg,
Salah satu alasan kuat kenapa tiba2 kepikiran ambil vaksin; orang2 sudah bodo amat sama covid ,neg,
